message_id,po_number,item_number,supplier_id,direction,subject,body,sent_date,received_date,sentiment,extracted_commit_date,extracted_qty,source_system
MSG000001193,4500000415,00010,S100050,OUTBOUND,PO 4500000415 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-17,,urgent,2026-07-15,0,OUTLOOK
MSG000001194,4500000416,00010,S100046,INBOUND,PO 4500000416 Item 00010 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-22,2026-05-21,negative,,73,REGRELLO
MSG000001195,4500000416,00020,S100046,OUTBOUND,PO 4500000416 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-24,,concerned,2026-04-24,688,OUTLOOK
MSG000001196,4500000416,00030,S100046,INBOUND,PO 4500000416 Item 00030 - Promised Late,Supplier advised revised delivery date of 2026-07-02 due to capacity constraints.,2026-05-17,2026-05-21,concerned,2026-07-02,275,PORTAL
MSG000001197,4500000416,00040,S100046,INBOUND,PO 4500000416 Item 00040 - Promised Late,Supplier advised revised delivery date of 2026-04-23 due to capacity constraints.,2026-05-20,2026-05-25,concerned,2026-04-23,561,OUTLOOK
MSG000001198,4500000416,00050,S100046,INBOUND,PO 4500000416 Item 00050 - Acknowledged,Supplier response received; details require buyer review.,2026-05-26,2026-05-21,neutral,2026-06-17,350,GMAIL
MSG000001199,4500000416,00060,S100046,OUTBOUND,PO 4500000416 Item 00060 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-16,,urgent,2026-04-05,0,PORTAL
MSG000001200,4500000416,00070,S100046,OUTBOUND,PO 4500000416 Item 00070 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-26,,urgent,2026-05-21,0,GMAIL
MSG000001201,4500000417,00010,S100027,OUTBOUND,PO 4500000417 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-19,,urgent,2026-06-02,0,GMAIL
MSG000001202,4500000417,00020,S100027,OUTBOUND,PO 4500000417 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-17,,urgent,2026-07-07,0,OUTLOOK
MSG000001203,4500000417,00030,S100027,INBOUND,PO 4500000417 Item 00030 - Partial,Supplier response received; details require buyer review.,2026-05-22,2026-05-13,positive,2026-07-31,82,GMAIL
MSG000001204,4500000419,00020,S100008,OUTBOUND,PO 4500000419 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-28,,urgent,2026-08-09,0,GMAIL
MSG000001205,4500000420,00010,S100015,INBOUND,PO 4500000420 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-13,2026-05-24,negative,2026-05-27,31,GMAIL
MSG000001206,4500000420,00020,S100015,INBOUND,PO 4500000420 Item 00020 - Price Dispute,Supplier response received; details require buyer review.,2026-05-16,2026-05-17,neutral,2026-05-31,15,GMAIL
MSG000001207,4500000421,00010,S100048,INBOUND,PO 4500000421 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-28,2026-05-15,concerned,2026-05-06,190,GMAIL
MSG000001208,4500000422,00010,S100020,OUTBOUND,PO 4500000422 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-16,,neutral,2026-07-08,271,OUTLOOK
MSG000001209,4500000422,00020,S100020,OUTBOUND,PO 4500000422 Item 00020 - Price Dispute,Supplier response received; details require buyer review.,2026-05-24,,negative,2026-06-03,93,REGRELLO
MSG000001210,4500000422,00030,S100020,OUTBOUND,PO 4500000422 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-22,,neutral,2026-05-27,955,GMAIL
MSG000001211,4500000422,00040,S100020,INBOUND,PO 4500000422 Item 00040 - Promised Late,Supplier advised revised delivery date of 2026-08-19 due to capacity constraints.,2026-05-14,2026-05-20,concerned,2026-08-19,1382,PORTAL
MSG000001212,4500000425,00010,S100049,INBOUND,PO 4500000425 Item 00010 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-20,2026-05-14,negative,,730,REGRELLO
MSG000001213,4500000425,00020,S100049,OUTBOUND,PO 4500000425 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-13,,neutral,2026-04-22,49,REGRELLO
MSG000001214,4500000425,00030,S100049,INBOUND,PO 4500000425 Item 00030 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-20,2026-05-24,negative,,903,OUTLOOK
MSG000001215,4500000425,00040,S100049,INBOUND,PO 4500000425 Item 00040 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-26,2026-05-22,negative,,133,GMAIL
MSG000001216,4500000425,00050,S100049,OUTBOUND,PO 4500000425 Item 00050 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-28,,urgent,2026-05-11,0,PORTAL
MSG000001217,4500000425,00060,S100049,INBOUND,PO 4500000425 Item 00060 - Acknowledged,Supplier response received; details require buyer review.,2026-05-14,2026-05-18,urgent,2026-03-20,14,PORTAL
MSG000001218,4500000426,00020,S100012,OUTBOUND,PO 4500000426 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-26,,urgent,2026-05-17,0,OUTLOOK
MSG000001219,4500000427,00010,S100049,INBOUND,PO 4500000427 Item 00010 - Price Dispute,Supplier response received; details require buyer review.,2026-05-17,2026-05-14,positive,2026-06-28,1894,OUTLOOK
MSG000001220,4500000427,00020,S100049,OUTBOUND,PO 4500000427 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-22,,urgent,2026-06-08,0,GMAIL
MSG000001221,4500000428,00010,S100035,OUTBOUND,PO 4500000428 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-27,,urgent,2026-06-04,0,REGRELLO
MSG000001222,4500000428,00020,S100035,OUTBOUND,PO 4500000428 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-26,,urgent,2026-08-06,0,PORTAL
MSG000001223,4500000428,00030,S100035,INBOUND,PO 4500000428 Item 00030 - Partial,Supplier response received; details require buyer review.,2026-05-20,2026-05-22,concerned,2026-06-03,710,REGRELLO
MSG000001224,4500000428,00040,S100035,INBOUND,PO 4500000428 Item 00040 - Promised Late,Supplier advised revised delivery date of 2026-07-19 due to capacity constraints.,2026-05-13,2026-05-25,concerned,2026-07-19,512,GMAIL
MSG000001225,4500000428,00070,S100035,OUTBOUND,PO 4500000428 Item 00070 - Price Dispute,Supplier response received; details require buyer review.,2026-05-24,,neutral,2026-07-11,6,OUTLOOK
MSG000001226,4500000429,00010,S100005,OUTBOUND,PO 4500000429 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-14,,urgent,2026-06-15,1055,PORTAL
MSG000001227,4500000429,00020,S100005,INBOUND,PO 4500000429 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-26,2026-05-19,neutral,2026-04-15,2773,REGRELLO
MSG000001228,4500000429,00040,S100005,INBOUND,PO 4500000429 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-26,2026-05-20,concerned,2026-07-06,52,REGRELLO
MSG000001229,4500000430,00010,S100018,INBOUND,PO 4500000430 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-06-20 due to capacity constraints.,2026-05-28,2026-05-13,concerned,2026-06-20,6,GMAIL
MSG000001230,4500000430,00020,S100018,INBOUND,PO 4500000430 Item 00020 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-17,2026-05-28,negative,,2069,OUTLOOK
MSG000001231,4500000431,00020,S100008,INBOUND,PO 4500000431 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-22,2026-05-16,concerned,2026-03-02,1333,REGRELLO
MSG000001232,4500000432,00010,S100025,OUTBOUND,PO 4500000432 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-22,,urgent,2026-05-11,0,OUTLOOK
MSG000001233,4500000432,00020,S100025,INBOUND,PO 4500000432 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-26,2026-05-13,negative,2026-05-17,1284,PORTAL
MSG000001234,4500000432,00030,S100025,OUTBOUND,PO 4500000432 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-28,,negative,2026-04-21,688,PORTAL
MSG000001235,4500000433,00010,S100004,INBOUND,PO 4500000433 Item 00010 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-26,2026-05-15,urgent,2026-04-11,689,REGRELLO
MSG000001236,4500000433,00030,S100004,OUTBOUND,PO 4500000433 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-18,,urgent,2026-05-11,0,OUTLOOK
MSG000001237,4500000434,00010,S100034,OUTBOUND,PO 4500000434 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-14,,concerned,2026-06-05,3827,REGRELLO
MSG000001238,4500000434,00020,S100034,INBOUND,PO 4500000434 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-18,2026-05-14,negative,2026-03-30,27,REGRELLO
MSG000001239,4500000434,00030,S100034,OUTBOUND,PO 4500000434 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-26,,urgent,2026-05-11,0,REGRELLO
MSG000001240,4500000434,00050,S100034,INBOUND,PO 4500000434 Item 00050 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-24,2026-05-13,negative,,18,REGRELLO
MSG000001241,4500000435,00020,S100042,OUTBOUND,PO 4500000435 Item 00020 - Partial,Supplier response received; details require buyer review.,2026-05-27,,positive,2026-08-10,1634,PORTAL
MSG000001242,4500000435,00030,S100042,OUTBOUND,PO 4500000435 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-26,,urgent,2026-06-10,0,PORTAL
MSG000001243,4500000435,00040,S100042,INBOUND,PO 4500000435 Item 00040 - Price Dispute,Supplier response received; details require buyer review.,2026-05-21,2026-05-21,negative,2026-05-19,65,GMAIL
MSG000001244,4500000436,00010,S100033,OUTBOUND,PO 4500000436 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-17,,concerned,2026-07-18,39,OUTLOOK
MSG000001245,4500000437,00010,S100048,INBOUND,PO 4500000437 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-28,2026-05-22,urgent,2026-03-08,685,PORTAL
MSG000001246,4500000437,00040,S100048,OUTBOUND,PO 4500000437 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-27,,urgent,2026-02-10,0,REGRELLO
MSG000001247,4500000437,00050,S100048,OUTBOUND,PO 4500000437 Item 00050 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-23,,urgent,2026-04-21,0,OUTLOOK
MSG000001248,4500000438,00010,S100050,INBOUND,PO 4500000438 Item 00010 - Price Dispute,Supplier response received; details require buyer review.,2026-05-18,2026-05-24,concerned,2026-08-07,65,GMAIL
MSG000001249,4500000438,00030,S100050,INBOUND,PO 4500000438 Item 00030 - Promised Late,Supplier advised revised delivery date of 2026-09-20 due to capacity constraints.,2026-05-13,2026-05-25,concerned,2026-09-20,43,PORTAL
MSG000001250,4500000439,00010,S100042,INBOUND,PO 4500000439 Item 00010 - Price Dispute,Supplier response received; details require buyer review.,2026-05-22,2026-05-18,negative,2026-04-13,54,OUTLOOK
MSG000001251,4500000439,00020,S100042,OUTBOUND,PO 4500000439 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-23,,positive,2026-05-01,131,OUTLOOK
MSG000001252,4500000439,00030,S100042,OUTBOUND,PO 4500000439 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-26,,urgent,2026-02-20,194,GMAIL
MSG000001253,4500000439,00050,S100042,INBOUND,PO 4500000439 Item 00050 - Price Dispute,Supplier response received; details require buyer review.,2026-05-19,2026-05-24,negative,2026-03-06,2395,REGRELLO
MSG000001254,4500000439,00060,S100042,INBOUND,PO 4500000439 Item 00060 - Acknowledged,Supplier response received; details require buyer review.,2026-05-23,2026-05-16,positive,2026-04-07,1475,OUTLOOK
MSG000001255,4500000440,00010,S100019,OUTBOUND,PO 4500000440 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-21,,urgent,2026-07-09,0,PORTAL
MSG000001256,4500000440,00020,S100019,INBOUND,PO 4500000440 Item 00020 - Partial,Supplier response received; details require buyer review.,2026-05-20,2026-05-15,neutral,2026-08-08,635,GMAIL
MSG000001257,4500000441,00010,S100020,INBOUND,PO 4500000441 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-07-23 due to capacity constraints.,2026-05-23,2026-05-26,concerned,2026-07-23,980,PORTAL
MSG000001258,4500000441,00030,S100020,INBOUND,PO 4500000441 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-22,2026-05-20,concerned,2026-08-06,984,REGRELLO
MSG000001259,4500000441,00040,S100020,OUTBOUND,PO 4500000441 Item 00040 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-14,,negative,2026-08-03,59,PORTAL
MSG000001260,4500000441,00050,S100020,INBOUND,PO 4500000441 Item 00050 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-17,2026-05-23,negative,,601,OUTLOOK
MSG000001261,4500000441,00060,S100020,OUTBOUND,PO 4500000441 Item 00060 - Acknowledged,Supplier response received; details require buyer review.,2026-05-16,,positive,2026-06-24,850,REGRELLO
MSG000001262,4500000441,00070,S100020,INBOUND,PO 4500000441 Item 00070 - Promised Late,Supplier advised revised delivery date of 2026-08-06 due to capacity constraints.,2026-05-17,2026-05-26,concerned,2026-08-06,147,GMAIL
MSG000001263,4500000442,00030,S100010,OUTBOUND,PO 4500000442 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-28,,neutral,2026-05-13,238,OUTLOOK
MSG000001264,4500000442,00040,S100010,OUTBOUND,PO 4500000442 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-21,,urgent,2026-04-25,0,OUTLOOK
MSG000001265,4500000442,00050,S100010,OUTBOUND,PO 4500000442 Item 00050 - Acknowledged,Supplier response received; details require buyer review.,2026-05-13,,urgent,2026-03-16,37,GMAIL
MSG000001266,4500000443,00010,S100025,INBOUND,PO 4500000443 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-23,2026-05-17,concerned,2026-04-05,453,REGRELLO
MSG000001267,4500000443,00020,S100025,OUTBOUND,PO 4500000443 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-27,,neutral,2026-04-20,12,PORTAL
MSG000001268,4500000443,00030,S100025,OUTBOUND,PO 4500000443 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-14,,urgent,2026-04-07,0,PORTAL
MSG000001269,4500000444,00030,S100009,INBOUND,PO 4500000444 Item 00030 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-20,2026-05-21,concerned,2026-06-18,2779,REGRELLO
MSG000001270,4500000444,00040,S100009,OUTBOUND,PO 4500000444 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-24,,urgent,2026-04-20,0,PORTAL
MSG000001271,4500000445,00010,S100017,INBOUND,PO 4500000445 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-04-10 due to capacity constraints.,2026-05-27,2026-05-23,concerned,2026-04-10,24,PORTAL
MSG000001272,4500000445,00020,S100017,INBOUND,PO 4500000445 Item 00020 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-26,2026-05-19,negative,,485,OUTLOOK
MSG000001273,4500000445,00030,S100017,INBOUND,PO 4500000445 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-14,2026-05-18,urgent,2026-05-12,996,PORTAL
MSG000001274,4500000445,00060,S100017,INBOUND,PO 4500000445 Item 00060 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-16,2026-05-25,negative,,143,PORTAL
MSG000001275,4500000446,00010,S100008,INBOUND,PO 4500000446 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-08-17 due to capacity constraints.,2026-05-22,2026-05-27,concerned,2026-08-17,185,OUTLOOK
MSG000001276,4500000446,00020,S100008,OUTBOUND,PO 4500000446 Item 00020 - Partial,Supplier response received; details require buyer review.,2026-05-16,,negative,2026-05-25,1603,REGRELLO
MSG000001277,4500000446,00030,S100008,OUTBOUND,PO 4500000446 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-18,,negative,2026-06-14,33,PORTAL
MSG000001278,4500000446,00040,S100008,INBOUND,PO 4500000446 Item 00040 - Promised Late,Supplier advised revised delivery date of 2026-07-11 due to capacity constraints.,2026-05-25,2026-05-26,concerned,2026-07-11,1979,PORTAL
MSG000001279,4500000446,00050,S100008,OUTBOUND,PO 4500000446 Item 00050 - Partial,Supplier response received; details require buyer review.,2026-05-24,,negative,2026-05-21,87,OUTLOOK
MSG000001280,4500000447,00010,S100014,OUTBOUND,PO 4500000447 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-13,,negative,2026-04-23,72,OUTLOOK
MSG000001281,4500000447,00030,S100014,INBOUND,PO 4500000447 Item 00030 - Promised Late,Supplier advised revised delivery date of 2026-04-24 due to capacity constraints.,2026-05-26,2026-05-26,concerned,2026-04-24,82,OUTLOOK
MSG000001282,4500000447,00050,S100014,OUTBOUND,PO 4500000447 Item 00050 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-22,,urgent,2026-05-01,0,OUTLOOK
MSG000001283,4500000447,00060,S100014,OUTBOUND,PO 4500000447 Item 00060 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-22,,urgent,2026-05-13,0,GMAIL
MSG000001284,4500000448,00010,S100034,INBOUND,PO 4500000448 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-27,2026-05-21,positive,2026-02-27,11,OUTLOOK
MSG000001285,4500000448,00020,S100034,INBOUND,PO 4500000448 Item 00020 - Partial,Supplier response received; details require buyer review.,2026-05-13,2026-05-13,positive,2026-04-22,266,PORTAL
MSG000001286,4500000448,00040,S100034,INBOUND,PO 4500000448 Item 00040 - Promised Late,Supplier advised revised delivery date of 2026-06-01 due to capacity constraints.,2026-05-28,2026-05-18,concerned,2026-06-01,6,OUTLOOK
MSG000001287,4500000449,00010,S100007,INBOUND,PO 4500000449 Item 00010 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-13,2026-05-24,concerned,2026-03-31,24,GMAIL
MSG000001288,4500000449,00020,S100007,OUTBOUND,PO 4500000449 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-24,,urgent,2026-02-22,0,REGRELLO
MSG000001289,4500000449,00030,S100007,INBOUND,PO 4500000449 Item 00030 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-16,2026-05-24,urgent,2026-02-22,49,REGRELLO
MSG000001290,4500000449,00040,S100007,OUTBOUND,PO 4500000449 Item 00040 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-19,,urgent,2026-03-21,989,GMAIL
MSG000001291,4500000449,00050,S100007,INBOUND,PO 4500000449 Item 00050 - Promised Late,Supplier advised revised delivery date of 2026-03-08 due to capacity constraints.,2026-05-17,2026-05-24,concerned,2026-03-08,163,REGRELLO
MSG000001292,4500000450,00030,S100018,OUTBOUND,PO 4500000450 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-14,,urgent,2026-07-03,0,OUTLOOK
MSG000001293,4500000450,00040,S100018,INBOUND,PO 4500000450 Item 00040 - Partial,Supplier response received; details require buyer review.,2026-05-18,2026-05-27,concerned,2026-06-12,5,GMAIL
MSG000001294,4500000451,00010,S100032,INBOUND,PO 4500000451 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-15,2026-05-24,concerned,2026-05-01,18,GMAIL
MSG000001295,4500000451,00020,S100032,INBOUND,PO 4500000451 Item 00020 - Promised Late,Supplier advised revised delivery date of 2026-07-31 due to capacity constraints.,2026-05-22,2026-05-21,concerned,2026-07-31,23,PORTAL
MSG000001296,4500000451,00030,S100032,OUTBOUND,PO 4500000451 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-28,,neutral,2026-06-08,211,OUTLOOK
MSG000001297,4500000452,00010,S100010,OUTBOUND,PO 4500000452 Item 00010 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-20,,concerned,2026-06-22,1553,REGRELLO
MSG000001298,4500000452,00020,S100010,OUTBOUND,PO 4500000452 Item 00020 - Partial,Supplier response received; details require buyer review.,2026-05-14,,negative,2026-07-08,18,GMAIL
MSG000001299,4500000452,00030,S100010,OUTBOUND,PO 4500000452 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-24,,positive,2026-06-25,162,PORTAL
MSG000001300,4500000452,00050,S100010,OUTBOUND,PO 4500000452 Item 00050 - Partial,Supplier response received; details require buyer review.,2026-05-13,,positive,2026-05-27,182,OUTLOOK
MSG000001301,4500000453,00010,S100026,INBOUND,PO 4500000453 Item 00010 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-24,2026-05-28,negative,,94,REGRELLO
MSG000001302,4500000453,00020,S100026,OUTBOUND,PO 4500000453 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-20,,neutral,2026-04-26,1872,OUTLOOK
MSG000001303,4500000453,00030,S100026,OUTBOUND,PO 4500000453 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-15,,urgent,2026-05-26,0,REGRELLO
MSG000001304,4500000453,00040,S100026,OUTBOUND,PO 4500000453 Item 00040 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-18,,neutral,2026-05-10,781,PORTAL
MSG000001305,4500000454,00010,S100002,INBOUND,PO 4500000454 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-23,2026-05-17,negative,2026-07-11,24,REGRELLO
MSG000001306,4500000454,00020,S100002,INBOUND,PO 4500000454 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-19,2026-05-17,neutral,2026-05-21,446,PORTAL
MSG000001307,4500000454,00030,S100002,OUTBOUND,PO 4500000454 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-13,,urgent,2026-06-24,0,GMAIL
MSG000001308,4500000455,00010,S100023,INBOUND,PO 4500000455 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-02-21 due to capacity constraints.,2026-05-23,2026-05-28,concerned,2026-02-21,1444,GMAIL
MSG000001309,4500000455,00020,S100023,OUTBOUND,PO 4500000455 Item 00020 - Partial,Supplier response received; details require buyer review.,2026-05-24,,negative,2026-04-16,35,GMAIL
MSG000001310,4500000456,00020,S100025,OUTBOUND,PO 4500000456 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-27,,urgent,2026-06-04,0,PORTAL
MSG000001311,4500000456,00030,S100025,OUTBOUND,PO 4500000456 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-23,,urgent,2026-06-18,0,GMAIL
MSG000001312,4500000456,00040,S100025,OUTBOUND,PO 4500000456 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-26,,urgent,2026-07-13,0,REGRELLO
MSG000001313,4500000457,00010,S100034,INBOUND,PO 4500000457 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-24,2026-05-18,positive,2026-05-07,1657,REGRELLO
MSG000001314,4500000457,00020,S100034,OUTBOUND,PO 4500000457 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-28,,urgent,2026-05-19,0,REGRELLO
MSG000001315,4500000457,00040,S100034,INBOUND,PO 4500000457 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-15,2026-05-16,positive,2026-04-19,871,OUTLOOK
MSG000001316,4500000458,00020,S100035,OUTBOUND,PO 4500000458 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-21,,neutral,2026-04-26,1323,GMAIL
MSG000001317,4500000458,00030,S100035,OUTBOUND,PO 4500000458 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-17,,urgent,2026-03-23,0,GMAIL
MSG000001318,4500000459,00020,S100019,OUTBOUND,PO 4500000459 Item 00020 - Partial,Supplier response received; details require buyer review.,2026-05-13,,negative,2026-05-01,1691,OUTLOOK
MSG000001319,4500000460,00010,S100021,OUTBOUND,PO 4500000460 Item 00010 - Partial,Supplier response received; details require buyer review.,2026-05-24,,urgent,2026-05-19,2325,PORTAL
MSG000001320,4500000460,00020,S100021,OUTBOUND,PO 4500000460 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-20,,urgent,2026-06-15,344,GMAIL
MSG000001321,4500000461,00010,S100035,INBOUND,PO 4500000461 Item 00010 - Promised Late,Supplier advised revised delivery date of 2026-06-27 due to capacity constraints.,2026-05-23,2026-05-13,concerned,2026-06-27,116,GMAIL
MSG000001322,4500000461,00020,S100035,OUTBOUND,PO 4500000461 Item 00020 - Acknowledged,Supplier response received; details require buyer review.,2026-05-21,,negative,2026-08-13,386,REGRELLO
MSG000001323,4500000461,00030,S100035,INBOUND,PO 4500000461 Item 00030 - Acknowledged,Supplier response received; details require buyer review.,2026-05-27,2026-05-25,positive,2026-07-17,1372,REGRELLO
MSG000001324,4500000461,00040,S100035,OUTBOUND,PO 4500000461 Item 00040 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-16,,urgent,2026-08-08,0,PORTAL
MSG000001325,4500000461,00050,S100035,OUTBOUND,PO 4500000461 Item 00050 - Acknowledged,Supplier response received; details require buyer review.,2026-05-27,,negative,2026-07-10,85,PORTAL
MSG000001326,4500000462,00010,S100038,OUTBOUND,PO 4500000462 Item 00010 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-16,,urgent,2026-04-03,0,PORTAL
MSG000001327,4500000462,00030,S100038,OUTBOUND,PO 4500000462 Item 00030 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-23,,urgent,2026-03-24,0,PORTAL
MSG000001328,4500000462,00040,S100038,OUTBOUND,PO 4500000462 Item 00040 - Acknowledged,Supplier response received; details require buyer review.,2026-05-14,,negative,2026-03-30,337,PORTAL
MSG000001329,4500000462,00060,S100038,INBOUND,PO 4500000462 Item 00060 - Partial,Supplier response received; details require buyer review.,2026-05-27,2026-05-13,positive,2026-04-03,59,REGRELLO
MSG000001330,4500000462,00070,S100038,INBOUND,PO 4500000462 Item 00070 - Qty Dispute,Supplier response received; details require buyer review.,2026-05-27,2026-05-17,concerned,2026-03-22,412,GMAIL
MSG000001331,4500000463,00010,S100017,INBOUND,PO 4500000463 Item 00010 - Acknowledged,Supplier response received; details require buyer review.,2026-05-13,2026-05-26,negative,2026-07-14,150,PORTAL
MSG000001332,4500000463,00020,S100017,OUTBOUND,PO 4500000463 Item 00020 - Missing,Reminder sent to supplier requesting PO acknowledgement and committed delivery date.,2026-05-28,,urgent,2026-07-29,0,REGRELLO
MSG000001333,4500000463,00030,S100017,INBOUND,PO 4500000463 Item 00030 - Rejected,Supplier rejected PO line. Capacity unavailable. Buyer action required.,2026-05-17,2026-05-15,negative,,1130,PORTAL
