recommendation_id,exception_id,agent_name,confidence_score,recommended_action,draft_subject,draft_message,approval_status,created_on
AR00001630,EX00001630,PO_OVERDUE_AGENT,0.74,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000391,"Hello, please provide an update for PO 4500000391 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001631,EX00001631,SUPPLIER_ACK_AGENT,0.91,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000391,"Hello, please provide an update for PO 4500000391 item 00050. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001632,EX00001632,SUPPLIER_ACK_AGENT,0.75,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000391,"Hello, please provide an update for PO 4500000391 item 00050. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001633,EX00001633,PO_OVERDUE_AGENT,0.91,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000391,"Hello, please provide an update for PO 4500000391 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001634,EX00001634,PO_OVERDUE_AGENT,0.71,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000391,"Hello, please provide an update for PO 4500000391 item 00060. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001635,EX00001635,PO_OVERDUE_AGENT,0.85,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000392,"Hello, please provide an update for PO 4500000392 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001636,EX00001636,PO_OVERDUE_AGENT,0.78,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000392,"Hello, please provide an update for PO 4500000392 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001637,EX00001637,PO_OVERDUE_AGENT,0.9,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000392,"Hello, please provide an update for PO 4500000392 item 00030. Send expedite request and ask for revised commit date.",REJECTED,2026-05-28
AR00001638,EX00001638,PO_OVERDUE_AGENT,0.95,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000392,"Hello, please provide an update for PO 4500000392 item 00030. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001639,EX00001639,SUPPLIER_ACK_AGENT,0.97,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000392,"Hello, please provide an update for PO 4500000392 item 00040. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001640,EX00001640,PO_OVERDUE_AGENT,0.79,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000392,"Hello, please provide an update for PO 4500000392 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001641,EX00001641,PO_OVERDUE_AGENT,0.83,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000392,"Hello, please provide an update for PO 4500000392 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001642,EX00001642,PO_OVERDUE_AGENT,0.96,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000392,"Hello, please provide an update for PO 4500000392 item 00060. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001643,EX00001643,PO_OVERDUE_AGENT,0.84,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000392,"Hello, please provide an update for PO 4500000392 item 00060. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001644,EX00001644,PO_OVERDUE_AGENT,0.97,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000392,"Hello, please provide an update for PO 4500000392 item 00060. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001645,EX00001645,PO_OVERDUE_AGENT,0.83,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000393,"Hello, please provide an update for PO 4500000393 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001646,EX00001646,PO_OVERDUE_AGENT,0.91,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000393,"Hello, please provide an update for PO 4500000393 item 00030. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001647,EX00001647,PO_OVERDUE_AGENT,0.7,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000393,"Hello, please provide an update for PO 4500000393 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001648,EX00001648,PO_OVERDUE_AGENT,0.68,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000394,"Hello, please provide an update for PO 4500000394 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001649,EX00001649,SUPPLIER_ACK_AGENT,0.79,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000395,"Hello, please provide an update for PO 4500000395 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001650,EX00001650,SUPPLIER_ACK_AGENT,0.68,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000395,"Hello, please provide an update for PO 4500000395 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001651,EX00001651,PO_OVERDUE_AGENT,0.72,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000396,"Hello, please provide an update for PO 4500000396 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001652,EX00001652,PO_OVERDUE_AGENT,0.82,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000396,"Hello, please provide an update for PO 4500000396 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001653,EX00001653,PO_OVERDUE_AGENT,0.88,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000396,"Hello, please provide an update for PO 4500000396 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001654,EX00001654,PO_OVERDUE_AGENT,0.97,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000396,"Hello, please provide an update for PO 4500000396 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001655,EX00001655,SUPPLIER_ACK_AGENT,0.77,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000396,"Hello, please provide an update for PO 4500000396 item 00030. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001656,EX00001656,PO_OVERDUE_AGENT,0.95,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000396,"Hello, please provide an update for PO 4500000396 item 00030. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001657,EX00001657,PO_OVERDUE_AGENT,0.79,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000396,"Hello, please provide an update for PO 4500000396 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001658,EX00001658,PO_OVERDUE_AGENT,0.78,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000396,"Hello, please provide an update for PO 4500000396 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001659,EX00001659,SUPPLIER_ACK_AGENT,0.78,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000396,"Hello, please provide an update for PO 4500000396 item 00040. Request split shipment or alternate source review.",APPROVED,2026-05-28
AR00001660,EX00001660,SUPPLIER_ACK_AGENT,0.74,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000397,"Hello, please provide an update for PO 4500000397 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",SENT,2026-05-28
AR00001661,EX00001661,SUPPLIER_ACK_AGENT,0.85,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000397,"Hello, please provide an update for PO 4500000397 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001662,EX00001662,PO_OVERDUE_AGENT,0.79,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000397,"Hello, please provide an update for PO 4500000397 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001663,EX00001663,PO_OVERDUE_AGENT,0.86,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000397,"Hello, please provide an update for PO 4500000397 item 00040. Send expedite request and ask for revised commit date.",SENT,2026-05-28
AR00001664,EX00001664,PO_OVERDUE_AGENT,0.78,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000397,"Hello, please provide an update for PO 4500000397 item 00050. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001665,EX00001665,SUPPLIER_ACK_AGENT,0.72,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000397,"Hello, please provide an update for PO 4500000397 item 00070. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001666,EX00001666,SUPPLIER_ACK_AGENT,0.91,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000397,"Hello, please provide an update for PO 4500000397 item 00070. Send acknowledgement reminder and escalate if no response in 24 hours.",SENT,2026-05-28
AR00001667,EX00001667,SUPPLIER_ACK_AGENT,0.69,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000397,"Hello, please provide an update for PO 4500000397 item 00070. Send acknowledgement reminder and escalate if no response in 24 hours.",APPROVED,2026-05-28
AR00001668,EX00001668,PO_OVERDUE_AGENT,0.73,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000398,"Hello, please provide an update for PO 4500000398 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001669,EX00001669,PO_OVERDUE_AGENT,0.88,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000398,"Hello, please provide an update for PO 4500000398 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001670,EX00001670,PO_OVERDUE_AGENT,0.83,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000398,"Hello, please provide an update for PO 4500000398 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001671,EX00001671,PO_OVERDUE_AGENT,0.82,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000398,"Hello, please provide an update for PO 4500000398 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001672,EX00001672,PO_OVERDUE_AGENT,0.84,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000398,"Hello, please provide an update for PO 4500000398 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001673,EX00001673,PO_OVERDUE_AGENT,0.8,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000399,"Hello, please provide an update for PO 4500000399 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001674,EX00001674,PO_OVERDUE_AGENT,0.82,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000399,"Hello, please provide an update for PO 4500000399 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001675,EX00001675,PO_OVERDUE_AGENT,0.86,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000399,"Hello, please provide an update for PO 4500000399 item 00030. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001676,EX00001676,PO_OVERDUE_AGENT,0.75,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000399,"Hello, please provide an update for PO 4500000399 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001677,EX00001677,PO_OVERDUE_AGENT,0.97,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000401,"Hello, please provide an update for PO 4500000401 item 00010. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001678,EX00001678,PO_OVERDUE_AGENT,0.85,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000401,"Hello, please provide an update for PO 4500000401 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001679,EX00001679,PO_OVERDUE_AGENT,0.91,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000401,"Hello, please provide an update for PO 4500000401 item 00020. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001680,EX00001680,SUPPLIER_ACK_AGENT,0.79,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000402,"Hello, please provide an update for PO 4500000402 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",SENT,2026-05-28
AR00001681,EX00001681,SUPPLIER_ACK_AGENT,0.92,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000402,"Hello, please provide an update for PO 4500000402 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",SENT,2026-05-28
AR00001682,EX00001682,SUPPLIER_ACK_AGENT,0.83,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000402,"Hello, please provide an update for PO 4500000402 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001683,EX00001683,SUPPLIER_ACK_AGENT,0.69,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000402,"Hello, please provide an update for PO 4500000402 item 00030. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001684,EX00001684,SUPPLIER_ACK_AGENT,0.75,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000402,"Hello, please provide an update for PO 4500000402 item 00030. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001685,EX00001685,SUPPLIER_ACK_AGENT,0.87,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000402,"Hello, please provide an update for PO 4500000402 item 00030. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001686,EX00001686,SUPPLIER_ACK_AGENT,0.81,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000404,"Hello, please provide an update for PO 4500000404 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001687,EX00001687,SUPPLIER_ACK_AGENT,0.73,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000404,"Hello, please provide an update for PO 4500000404 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",APPROVED,2026-05-28
AR00001688,EX00001688,SUPPLIER_ACK_AGENT,0.82,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000404,"Hello, please provide an update for PO 4500000404 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001689,EX00001689,SUPPLIER_ACK_AGENT,0.73,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000404,"Hello, please provide an update for PO 4500000404 item 00030. Request split shipment or alternate source review.",APPROVED,2026-05-28
AR00001690,EX00001690,SUPPLIER_ACK_AGENT,0.72,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000404,"Hello, please provide an update for PO 4500000404 item 00030. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001691,EX00001691,SUPPLIER_ACK_AGENT,0.7,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000404,"Hello, please provide an update for PO 4500000404 item 00050. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001692,EX00001692,PO_OVERDUE_AGENT,0.97,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000404,"Hello, please provide an update for PO 4500000404 item 00050. Send expedite request and ask for revised commit date.",SENT,2026-05-28
AR00001693,EX00001693,SUPPLIER_ACK_AGENT,0.84,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000405,"Hello, please provide an update for PO 4500000405 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001694,EX00001694,SUPPLIER_ACK_AGENT,0.94,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000405,"Hello, please provide an update for PO 4500000405 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001695,EX00001695,SUPPLIER_ACK_AGENT,0.71,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000405,"Hello, please provide an update for PO 4500000405 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001696,EX00001696,PART_AVAILABILITY_AGENT,0.78,Review PO line status and remove from supply if cancelled.,Action required: DELETION FLAG ACTIVE for PO 4500000405,"Hello, please provide an update for PO 4500000405 item 00060. Review PO line status and remove from supply if cancelled.",PENDING,2026-05-28
AR00001697,EX00001697,PART_AVAILABILITY_AGENT,0.94,Review PO line status and remove from supply if cancelled.,Action required: DELETION FLAG ACTIVE for PO 4500000405,"Hello, please provide an update for PO 4500000405 item 00060. Review PO line status and remove from supply if cancelled.",PENDING,2026-05-28
AR00001698,EX00001698,SUPPLIER_ACK_AGENT,0.83,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000406,"Hello, please provide an update for PO 4500000406 item 00030. Request split shipment or alternate source review.",APPROVED,2026-05-28
AR00001699,EX00001699,SUPPLIER_ACK_AGENT,0.88,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000406,"Hello, please provide an update for PO 4500000406 item 00030. Request split shipment or alternate source review.",APPROVED,2026-05-28
AR00001700,EX00001700,PO_OVERDUE_AGENT,0.75,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000407,"Hello, please provide an update for PO 4500000407 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001701,EX00001701,PO_OVERDUE_AGENT,0.76,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000408,"Hello, please provide an update for PO 4500000408 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001702,EX00001702,PO_OVERDUE_AGENT,0.7,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000408,"Hello, please provide an update for PO 4500000408 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001703,EX00001703,PO_OVERDUE_AGENT,0.85,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000408,"Hello, please provide an update for PO 4500000408 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001704,EX00001704,PO_OVERDUE_AGENT,0.88,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000409,"Hello, please provide an update for PO 4500000409 item 00010. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001705,EX00001705,SUPPLIER_ACK_AGENT,0.72,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000409,"Hello, please provide an update for PO 4500000409 item 00020. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001706,EX00001706,SUPPLIER_ACK_AGENT,0.91,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000409,"Hello, please provide an update for PO 4500000409 item 00020. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001707,EX00001707,SUPPLIER_ACK_AGENT,0.82,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000409,"Hello, please provide an update for PO 4500000409 item 00020. Request split shipment or alternate source review.",SENT,2026-05-28
AR00001708,EX00001708,SUPPLIER_ACK_AGENT,0.89,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000411,"Hello, please provide an update for PO 4500000411 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",SENT,2026-05-28
AR00001709,EX00001709,SUPPLIER_ACK_AGENT,0.76,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000411,"Hello, please provide an update for PO 4500000411 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",SENT,2026-05-28
AR00001710,EX00001710,SUPPLIER_ACK_AGENT,0.92,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000411,"Hello, please provide an update for PO 4500000411 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001711,EX00001711,SUPPLIER_ACK_AGENT,0.83,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000411,"Hello, please provide an update for PO 4500000411 item 00030. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001712,EX00001712,PO_OVERDUE_AGENT,0.73,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000411,"Hello, please provide an update for PO 4500000411 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001713,EX00001713,PO_OVERDUE_AGENT,0.87,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000414,"Hello, please provide an update for PO 4500000414 item 00030. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001714,EX00001714,PO_OVERDUE_AGENT,0.85,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000414,"Hello, please provide an update for PO 4500000414 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001715,EX00001715,SUPPLIER_ACK_AGENT,0.77,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000414,"Hello, please provide an update for PO 4500000414 item 00050. Send acknowledgement reminder and escalate if no response in 24 hours.",APPROVED,2026-05-28
AR00001716,EX00001716,SUPPLIER_ACK_AGENT,0.92,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000414,"Hello, please provide an update for PO 4500000414 item 00070. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001717,EX00001717,SUPPLIER_ACK_AGENT,0.96,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000415,"Hello, please provide an update for PO 4500000415 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",APPROVED,2026-05-28
AR00001718,EX00001718,PO_OVERDUE_AGENT,0.87,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000416,"Hello, please provide an update for PO 4500000416 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001719,EX00001719,PO_OVERDUE_AGENT,0.91,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000416,"Hello, please provide an update for PO 4500000416 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001720,EX00001720,PO_OVERDUE_AGENT,0.94,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000416,"Hello, please provide an update for PO 4500000416 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001721,EX00001721,SUPPLIER_ACK_AGENT,0.84,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000416,"Hello, please provide an update for PO 4500000416 item 00030. Request split shipment or alternate source review.",APPROVED,2026-05-28
AR00001722,EX00001722,PO_OVERDUE_AGENT,0.74,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000416,"Hello, please provide an update for PO 4500000416 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001723,EX00001723,PO_OVERDUE_AGENT,0.76,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000416,"Hello, please provide an update for PO 4500000416 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001724,EX00001724,PO_OVERDUE_AGENT,0.77,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000416,"Hello, please provide an update for PO 4500000416 item 00060. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001725,EX00001725,SUPPLIER_ACK_AGENT,0.78,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000416,"Hello, please provide an update for PO 4500000416 item 00060. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001726,EX00001726,PO_OVERDUE_AGENT,0.95,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000416,"Hello, please provide an update for PO 4500000416 item 00060. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001727,EX00001727,PO_OVERDUE_AGENT,0.71,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000416,"Hello, please provide an update for PO 4500000416 item 00070. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001728,EX00001728,SUPPLIER_ACK_AGENT,0.96,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000416,"Hello, please provide an update for PO 4500000416 item 00070. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001729,EX00001729,SUPPLIER_ACK_AGENT,0.95,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000416,"Hello, please provide an update for PO 4500000416 item 00070. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001730,EX00001730,PO_OVERDUE_AGENT,0.78,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000417,"Hello, please provide an update for PO 4500000417 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001731,EX00001731,SUPPLIER_ACK_AGENT,0.69,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000417,"Hello, please provide an update for PO 4500000417 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",APPROVED,2026-05-28
AR00001732,EX00001732,SUPPLIER_ACK_AGENT,0.7,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000417,"Hello, please provide an update for PO 4500000417 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001733,EX00001733,SUPPLIER_ACK_AGENT,0.84,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000417,"Hello, please provide an update for PO 4500000417 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",SENT,2026-05-28
AR00001734,EX00001734,SUPPLIER_ACK_AGENT,0.95,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000417,"Hello, please provide an update for PO 4500000417 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",SENT,2026-05-28
AR00001735,EX00001735,PO_OVERDUE_AGENT,0.9,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000417,"Hello, please provide an update for PO 4500000417 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001736,EX00001736,PO_OVERDUE_AGENT,0.9,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000419,"Hello, please provide an update for PO 4500000419 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001737,EX00001737,PO_OVERDUE_AGENT,0.84,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000420,"Hello, please provide an update for PO 4500000420 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
